code,kind,term,parent_id,modifier_4,modifier_5
M2143,category,Flat foot [pes planus] (acquired),M21,,Forearm
M2144,category,Flat foot [pes planus] (acquired),M21,,Hand
M2145,category,Flat foot [pes planus] (acquired),M21,,Pelvic region and thigh
M2146,category,Flat foot [pes planus] (acquired),M21,,Lower leg
M2147,category,Flat foot [pes planus] (acquired),M21,,Ankle and foot
M2148,category,Flat foot [pes planus] (acquired),M21,,Other
M2149,category,Flat foot [pes planus] (acquired),M21,,Site unspecified
M2150,category,"Acquired clawhand, clubhand, clawfoot and clubfoot",M21,,Multiple sites
M2151,category,"Acquired clawhand, clubhand, clawfoot and clubfoot",M21,,Shoulder region
M2152,category,"Acquired clawhand, clubhand, clawfoot and clubfoot",M21,,Upper arm
M2153,category,"Acquired clawhand, clubhand, clawfoot and clubfoot",M21,,Forearm
M2154,category,"Acquired clawhand, clubhand, clawfoot and clubfoot",M21,,Hand
M2155,category,"Acquired clawhand, clubhand, clawfoot and clubfoot",M21,,Pelvic region and thigh
M2156,category,"Acquired clawhand, clubhand, clawfoot and clubfoot",M21,,Lower leg
M2157,category,"Acquired clawhand, clubhand, clawfoot and clubfoot",M21,,Ankle and foot
M2158,category,"Acquired clawhand, clubhand, clawfoot and clubfoot",M21,,Other
M2159,category,"Acquired clawhand, clubhand, clawfoot and clubfoot",M21,,Site unspecified
M2160,category,Other acquired deformities of ankle and foot,M21,,Multiple sites
M2161,category,Other acquired deformities of ankle and foot,M21,,Shoulder region
M2162,category,Other acquired deformities of ankle and foot,M21,,Upper arm
M2163,category,Other acquired deformities of ankle and foot,M21,,Forearm
M2164,category,Other acquired deformities of ankle and foot,M21,,Hand
M2165,category,Other acquired deformities of ankle and foot,M21,,Pelvic region and thigh
M2166,category,Other acquired deformities of ankle and foot,M21,,Lower leg
M2167,category,Other acquired deformities of ankle and foot,M21,,Ankle and foot
M2168,category,Other acquired deformities of ankle and foot,M21,,Other
M2169,category,Other acquired deformities of ankle and foot,M21,,Site unspecified
M2170,category,Unequal limb length (acquired),M21,,Multiple sites
M2171,category,Unequal limb length (acquired),M21,,Shoulder region
M2172,category,Unequal limb length (acquired),M21,,Upper arm
M2173,category,Unequal limb length (acquired),M21,,Forearm
M2174,category,Unequal limb length (acquired),M21,,Hand
M2175,category,Unequal limb length (acquired),M21,,Pelvic region and thigh
M2176,category,Unequal limb length (acquired),M21,,Lower leg
M2177,category,Unequal limb length (acquired),M21,,Ankle and foot
M2178,category,Unequal limb length (acquired),M21,,Other
M2179,category,Unequal limb length (acquired),M21,,Site unspecified
M2180,category,Other specified acquired deformities of limbs,M21,,Multiple sites
M2181,category,Other specified acquired deformities of limbs,M21,,Shoulder region
M2182,category,Other specified acquired deformities of limbs,M21,,Upper arm
M2183,category,Other specified acquired deformities of limbs,M21,,Forearm
M2184,category,Other specified acquired deformities of limbs,M21,,Hand
M2185,category,Other specified acquired deformities of limbs,M21,,Pelvic region and thigh
M2186,category,Other specified acquired deformities of limbs,M21,,Lower leg
M2187,category,Other specified acquired deformities of limbs,M21,,Ankle and foot
M2188,category,Other specified acquired deformities of limbs,M21,,Other
M2189,category,Other specified acquired deformities of limbs,M21,,Site unspecified
M2190,category,"Acquired deformity of limb, unspecified",M21,,Multiple sites
M2191,category,"Acquired deformity of limb, unspecified",M21,,Shoulder region
M2192,category,"Acquired deformity of limb, unspecified",M21,,Upper arm
M2193,category,"Acquired deformity of limb, unspecified",M21,,Forearm
M2194,category,"Acquired deformity of limb, unspecified",M21,,Hand
M2195,category,"Acquired deformity of limb, unspecified",M21,,Pelvic region and thigh
M2196,category,"Acquired deformity of limb, unspecified",M21,,Lower leg
M2197,category,"Acquired deformity of limb, unspecified",M21,,Ankle and foot
M2198,category,"Acquired deformity of limb, unspecified",M21,,Other
M2199,category,"Acquired deformity of limb, unspecified",M21,,Site unspecified
M2300,category,Cystic meniscus,M23,,Multiple sites
M2301,category,Cystic meniscus,M23,,Anterior cruciate ligament or Anterior horn of medial meniscus
M2302,category,Cystic meniscus,M23,,Posterior cruciate ligament or Posterior horn of medial meniscus
M2303,category,Cystic meniscus,M23,,Medial collateral ligament or Other and unspecified medial meniscus
M2304,category,Cystic meniscus,M23,,Lateral collateral ligament or Anterior horn of lateral meniscus
M2305,category,Cystic meniscus,M23,,Posterior horn of lateral meniscus
M2306,category,Cystic meniscus,M23,,Other and unspecified lateral meniscus
M2307,category,Cystic meniscus,M23,,Capsular ligament
M2309,category,Cystic meniscus,M23,,Unspecified ligament or Unspecified meniscus
M2310,category,Discoid meniscus (congenital),M23,,Multiple sites
M2311,category,Discoid meniscus (congenital),M23,,Anterior cruciate ligament or Anterior horn of medial meniscus
M2312,category,Discoid meniscus (congenital),M23,,Posterior cruciate ligament or Posterior horn of medial meniscus
M2313,category,Discoid meniscus (congenital),M23,,Medial collateral ligament or Other and unspecified medial meniscus
M2314,category,Discoid meniscus (congenital),M23,,Lateral collateral ligament or Anterior horn of lateral meniscus
M2315,category,Discoid meniscus (congenital),M23,,Posterior horn of lateral meniscus
M2316,category,Discoid meniscus (congenital),M23,,Other and unspecified lateral meniscus
M2317,category,Discoid meniscus (congenital),M23,,Capsular ligament
M2319,category,Discoid meniscus (congenital),M23,,Unspecified ligament or Unspecified meniscus
M2320,category,Derangement of meniscus due to old tear or injury,M23,,Multiple sites
M2321,category,Derangement of meniscus due to old tear or injury,M23,,Anterior cruciate ligament or Anterior horn of medial meniscus
M2322,category,Derangement of meniscus due to old tear or injury,M23,,Posterior cruciate ligament or Posterior horn of medial meniscus
M2323,category,Derangement of meniscus due to old tear or injury,M23,,Medial collateral ligament or Other and unspecified medial meniscus
M2324,category,Derangement of meniscus due to old tear or injury,M23,,Lateral collateral ligament or Anterior horn of lateral meniscus
M2325,category,Derangement of meniscus due to old tear or injury,M23,,Posterior horn of lateral meniscus
M2326,category,Derangement of meniscus due to old tear or injury,M23,,Other and unspecified lateral meniscus
M2327,category,Derangement of meniscus due to old tear or injury,M23,,Capsular ligament
M2329,category,Derangement of meniscus due to old tear or injury,M23,,Unspecified ligament or Unspecified meniscus
M2330,category,Other meniscus derangements,M23,,Multiple sites
M2331,category,Other meniscus derangements,M23,,Anterior cruciate ligament or Anterior horn of medial meniscus
M2332,category,Other meniscus derangements,M23,,Posterior cruciate ligament or Posterior horn of medial meniscus
M2333,category,Other meniscus derangements,M23,,Medial collateral ligament or Other and unspecified medial meniscus
M2334,category,Other meniscus derangements,M23,,Lateral collateral ligament or Anterior horn of lateral meniscus
M2335,category,Other meniscus derangements,M23,,Posterior horn of lateral meniscus
M2336,category,Other meniscus derangements,M23,,Other and unspecified lateral meniscus
M2337,category,Other meniscus derangements,M23,,Capsular ligament
M2339,category,Other meniscus derangements,M23,,Unspecified ligament or Unspecified meniscus
M2340,category,Loose body in knee,M23,,Multiple sites
M2341,category,Loose body in knee,M23,,Anterior cruciate ligament or Anterior horn of medial meniscus
M2342,category,Loose body in knee,M23,,Posterior cruciate ligament or Posterior horn of medial meniscus
M2343,category,Loose body in knee,M23,,Medial collateral ligament or Other and unspecified medial meniscus
M2344,category,Loose body in knee,M23,,Lateral collateral ligament or Anterior horn of lateral meniscus
M2345,category,Loose body in knee,M23,,Posterior horn of lateral meniscus
M2346,category,Loose body in knee,M23,,Other and unspecified lateral meniscus
M2347,category,Loose body in knee,M23,,Capsular ligament
M2349,category,Loose body in knee,M23,,Unspecified ligament or Unspecified meniscus
M2350,category,Chronic instability of knee,M23,,Multiple sites
M2351,category,Chronic instability of knee,M23,,Anterior cruciate ligament or Anterior horn of medial meniscus
M2352,category,Chronic instability of knee,M23,,Posterior cruciate ligament or Posterior horn of medial meniscus
M2353,category,Chronic instability of knee,M23,,Medial collateral ligament or Other and unspecified medial meniscus
M2354,category,Chronic instability of knee,M23,,Lateral collateral ligament or Anterior horn of lateral meniscus
M2355,category,Chronic instability of knee,M23,,Posterior horn of lateral meniscus
M2356,category,Chronic instability of knee,M23,,Other and unspecified lateral meniscus
M2357,category,Chronic instability of knee,M23,,Capsular ligament
M2359,category,Chronic instability of knee,M23,,Unspecified ligament or Unspecified meniscus
M2360,category,Other spontaneous disruption of ligament(s) of knee,M23,,Multiple sites
M2361,category,Other spontaneous disruption of ligament(s) of knee,M23,,Anterior cruciate ligament or Anterior horn of medial meniscus
M2362,category,Other spontaneous disruption of ligament(s) of knee,M23,,Posterior cruciate ligament or Posterior horn of medial meniscus
M2363,category,Other spontaneous disruption of ligament(s) of knee,M23,,Medial collateral ligament or Other and unspecified medial meniscus
M2364,category,Other spontaneous disruption of ligament(s) of knee,M23,,Lateral collateral ligament or Anterior horn of lateral meniscus
M2365,category,Other spontaneous disruption of ligament(s) of knee,M23,,Posterior horn of lateral meniscus
M2366,category,Other spontaneous disruption of ligament(s) of knee,M23,,Other and unspecified lateral meniscus
M2367,category,Other spontaneous disruption of ligament(s) of knee,M23,,Capsular ligament
M2369,category,Other spontaneous disruption of ligament(s) of knee,M23,,Unspecified ligament or Unspecified meniscus
M2380,category,Other internal derangements of knee,M23,,Multiple sites
M2381,category,Other internal derangements of knee,M23,,Anterior cruciate ligament or Anterior horn of medial meniscus
M2382,category,Other internal derangements of knee,M23,,Posterior cruciate ligament or Posterior horn of medial meniscus
M2383,category,Other internal derangements of knee,M23,,Medial collateral ligament or Other and unspecified medial meniscus
M2384,category,Other internal derangements of knee,M23,,Lateral collateral ligament or Anterior horn of lateral meniscus
M2385,category,Other internal derangements of knee,M23,,Posterior horn of lateral meniscus
M2386,category,Other internal derangements of knee,M23,,Other and unspecified lateral meniscus
M2387,category,Other internal derangements of knee,M23,,Capsular ligament
M2389,category,Other internal derangements of knee,M23,,Unspecified ligament or Unspecified meniscus
M2390,category,"Internal derangement of knee, unspecified",M23,,Multiple sites
M2391,category,"Internal derangement of knee, unspecified",M23,,Anterior cruciate ligament or Anterior horn of medial meniscus
M2392,category,"Internal derangement of knee, unspecified",M23,,Posterior cruciate ligament or Posterior horn of medial meniscus
M2393,category,"Internal derangement of knee, unspecified",M23,,Medial collateral ligament or Other and unspecified medial meniscus
M2394,category,"Internal derangement of knee, unspecified",M23,,Lateral collateral ligament or Anterior horn of lateral meniscus
M2395,category,"Internal derangement of knee, unspecified",M23,,Posterior horn of lateral meniscus
M2396,category,"Internal derangement of knee, unspecified",M23,,Other and unspecified lateral meniscus
M2397,category,"Internal derangement of knee, unspecified",M23,,Capsular ligament
M2399,category,"Internal derangement of knee, unspecified",M23,,Unspecified ligament or Unspecified meniscus
M2400,category,Loose body in joint,M24,,Multiple sites
M2401,category,Loose body in joint,M24,,Shoulder region
M2402,category,Loose body in joint,M24,,Upper arm
M2403,category,Loose body in joint,M24,,Forearm
M2404,category,Loose body in joint,M24,,Hand
M2405,category,Loose body in joint,M24,,Pelvic region and thigh
M2406,category,Loose body in joint,M24,,Lower leg
M2407,category,Loose body in joint,M24,,Ankle and foot
M2408,category,Loose body in joint,M24,,Other
M2409,category,Loose body in joint,M24,,Site unspecified
M2410,category,Other articular cartilage disorders,M24,,Multiple sites
M2411,category,Other articular cartilage disorders,M24,,Shoulder region
M2412,category,Other articular cartilage disorders,M24,,Upper arm
M2413,category,Other articular cartilage disorders,M24,,Forearm
M2414,category,Other articular cartilage disorders,M24,,Hand
M2415,category,Other articular cartilage disorders,M24,,Pelvic region and thigh
M2416,category,Other articular cartilage disorders,M24,,Lower leg
M2417,category,Other articular cartilage disorders,M24,,Ankle and foot
M2418,category,Other articular cartilage disorders,M24,,Other
M2419,category,Other articular cartilage disorders,M24,,Site unspecified
M2420,category,Disorder of ligament,M24,,Multiple sites
M2421,category,Disorder of ligament,M24,,Shoulder region
M2422,category,Disorder of ligament,M24,,Upper arm
M2423,category,Disorder of ligament,M24,,Forearm
M2424,category,Disorder of ligament,M24,,Hand
M2425,category,Disorder of ligament,M24,,Pelvic region and thigh
M2426,category,Disorder of ligament,M24,,Lower leg
M2427,category,Disorder of ligament,M24,,Ankle and foot
M2428,category,Disorder of ligament,M24,,Other
M2429,category,Disorder of ligament,M24,,Site unspecified
M2430,category,"Pathological dislocation and subluxation of joint, not elsewhere classified",M24,,Multiple sites
M2431,category,"Pathological dislocation and subluxation of joint, not elsewhere classified",M24,,Shoulder region
M2432,category,"Pathological dislocation and subluxation of joint, not elsewhere classified",M24,,Upper arm
M2433,category,"Pathological dislocation and subluxation of joint, not elsewhere classified",M24,,Forearm
M2434,category,"Pathological dislocation and subluxation of joint, not elsewhere classified",M24,,Hand
M2435,category,"Pathological dislocation and subluxation of joint, not elsewhere classified",M24,,Pelvic region and thigh
M2436,category,"Pathological dislocation and subluxation of joint, not elsewhere classified",M24,,Lower leg
M2437,category,"Pathological dislocation and subluxation of joint, not elsewhere classified",M24,,Ankle and foot
M2438,category,"Pathological dislocation and subluxation of joint, not elsewhere classified",M24,,Other
M2439,category,"Pathological dislocation and subluxation of joint, not elsewhere classified",M24,,Site unspecified
M2440,category,Recurrent dislocation and subluxation of joint,M24,,Multiple sites
M2441,category,Recurrent dislocation and subluxation of joint,M24,,Shoulder region
M2442,category,Recurrent dislocation and subluxation of joint,M24,,Upper arm
M2443,category,Recurrent dislocation and subluxation of joint,M24,,Forearm
M2444,category,Recurrent dislocation and subluxation of joint,M24,,Hand
M2445,category,Recurrent dislocation and subluxation of joint,M24,,Pelvic region and thigh
M2446,category,Recurrent dislocation and subluxation of joint,M24,,Lower leg
M2447,category,Recurrent dislocation and subluxation of joint,M24,,Ankle and foot
M2448,category,Recurrent dislocation and subluxation of joint,M24,,Other
M2449,category,Recurrent dislocation and subluxation of joint,M24,,Site unspecified
M2450,category,Contracture of joint,M24,,Multiple sites
M2451,category,Contracture of joint,M24,,Shoulder region
M2452,category,Contracture of joint,M24,,Upper arm
M2453,category,Contracture of joint,M24,,Forearm
M2454,category,Contracture of joint,M24,,Hand
M2455,category,Contracture of joint,M24,,Pelvic region and thigh
M2456,category,Contracture of joint,M24,,Lower leg
M2457,category,Contracture of joint,M24,,Ankle and foot
M2458,category,Contracture of joint,M24,,Other
M2459,category,Contracture of joint,M24,,Site unspecified
M2460,category,Ankylosis of joint,M24,,Multiple sites
M2461,category,Ankylosis of joint,M24,,Shoulder region
M2462,category,Ankylosis of joint,M24,,Upper arm
M2463,category,Ankylosis of joint,M24,,Forearm
M2464,category,Ankylosis of joint,M24,,Hand
M2465,category,Ankylosis of joint,M24,,Pelvic region and thigh
M2466,category,Ankylosis of joint,M24,,Lower leg
M2467,category,Ankylosis of joint,M24,,Ankle and foot
M2468,category,Ankylosis of joint,M24,,Other
M2469,category,Ankylosis of joint,M24,,Site unspecified
M2470,category,Protrusio acetabuli,M24,,Multiple sites
M2471,category,Protrusio acetabuli,M24,,Shoulder region
M2472,category,Protrusio acetabuli,M24,,Upper arm
M2473,category,Protrusio acetabuli,M24,,Forearm
M2474,category,Protrusio acetabuli,M24,,Hand
M2475,category,Protrusio acetabuli,M24,,Pelvic region and thigh
M2476,category,Protrusio acetabuli,M24,,Lower leg
M2477,category,Protrusio acetabuli,M24,,Ankle and foot
M2478,category,Protrusio acetabuli,M24,,Other
M2479,category,Protrusio acetabuli,M24,,Site unspecified
M2480,category,"Other specific joint derangements, not elsewhere classified",M24,,Multiple sites
M2481,category,"Other specific joint derangements, not elsewhere classified",M24,,Shoulder region
M2482,category,"Other specific joint derangements, not elsewhere classified",M24,,Upper arm
M2483,category,"Other specific joint derangements, not elsewhere classified",M24,,Forearm
M2484,category,"Other specific joint derangements, not elsewhere classified",M24,,Hand
M2485,category,"Other specific joint derangements, not elsewhere classified",M24,,Pelvic region and thigh
M2486,category,"Other specific joint derangements, not elsewhere classified",M24,,Lower leg
M2487,category,"Other specific joint derangements, not elsewhere classified",M24,,Ankle and foot
M2488,category,"Other specific joint derangements, not elsewhere classified",M24,,Other
M2489,category,"Other specific joint derangements, not elsewhere classified",M24,,Site unspecified
M2490,category,"Joint derangement, unspecified",M24,,Multiple sites
M2491,category,"Joint derangement, unspecified",M24,,Shoulder region
M2492,category,"Joint derangement, unspecified",M24,,Upper arm
M2493,category,"Joint derangement, unspecified",M24,,Forearm
M2494,category,"Joint derangement, unspecified",M24,,Hand
M2495,category,"Joint derangement, unspecified",M24,,Pelvic region and thigh
M2496,category,"Joint derangement, unspecified",M24,,Lower leg
M2497,category,"Joint derangement, unspecified",M24,,Ankle and foot
M2498,category,"Joint derangement, unspecified",M24,,Other
M2499,category,"Joint derangement, unspecified",M24,,Site unspecified
M2500,category,Haemarthrosis,M25,,Multiple sites
M2501,category,Haemarthrosis,M25,,Shoulder region
M2502,category,Haemarthrosis,M25,,Upper arm
M2503,category,Haemarthrosis,M25,,Forearm
M2504,category,Haemarthrosis,M25,,Hand
M2505,category,Haemarthrosis,M25,,Pelvic region and thigh
M2506,category,Haemarthrosis,M25,,Lower leg
M2507,category,Haemarthrosis,M25,,Ankle and foot
M2508,category,Haemarthrosis,M25,,Other
M2509,category,Haemarthrosis,M25,,Site unspecified
M2510,category,Fistula of joint,M25,,Multiple sites
M2511,category,Fistula of joint,M25,,Shoulder region
M2512,category,Fistula of joint,M25,,Upper arm
M2513,category,Fistula of joint,M25,,Forearm
M2514,category,Fistula of joint,M25,,Hand
M2515,category,Fistula of joint,M25,,Pelvic region and thigh
M2516,category,Fistula of joint,M25,,Lower leg
M2517,category,Fistula of joint,M25,,Ankle and foot
M2518,category,Fistula of joint,M25,,Other
M2519,category,Fistula of joint,M25,,Site unspecified
M2520,category,Flail joint,M25,,Multiple sites
M2521,category,Flail joint,M25,,Shoulder region
M2522,category,Flail joint,M25,,Upper arm
M2523,category,Flail joint,M25,,Forearm
M2524,category,Flail joint,M25,,Hand
M2525,category,Flail joint,M25,,Pelvic region and thigh
M2526,category,Flail joint,M25,,Lower leg
M2527,category,Flail joint,M25,,Ankle and foot
M2528,category,Flail joint,M25,,Other
M2529,category,Flail joint,M25,,Site unspecified
M2530,category,Other instability of joint,M25,,Multiple sites
M2531,category,Other instability of joint,M25,,Shoulder region
M2532,category,Other instability of joint,M25,,Upper arm
M2533,category,Other instability of joint,M25,,Forearm
M2534,category,Other instability of joint,M25,,Hand
M2535,category,Other instability of joint,M25,,Pelvic region and thigh
M2536,category,Other instability of joint,M25,,Lower leg
M2537,category,Other instability of joint,M25,,Ankle and foot
M2538,category,Other instability of joint,M25,,Other
M2539,category,Other instability of joint,M25,,Site unspecified
M2540,category,Effusion of joint,M25,,Multiple sites
M2541,category,Effusion of joint,M25,,Shoulder region
M2542,category,Effusion of joint,M25,,Upper arm
M2543,category,Effusion of joint,M25,,Forearm
M2544,category,Effusion of joint,M25,,Hand
M2545,category,Effusion of joint,M25,,Pelvic region and thigh
M2546,category,Effusion of joint,M25,,Lower leg
M2547,category,Effusion of joint,M25,,Ankle and foot
M2548,category,Effusion of joint,M25,,Other
M2549,category,Effusion of joint,M25,,Site unspecified
M2550,category,Pain in joint,M25,,Multiple sites
M2551,category,Pain in joint,M25,,Shoulder region
M2552,category,Pain in joint,M25,,Upper arm
M2553,category,Pain in joint,M25,,Forearm
M2554,category,Pain in joint,M25,,Hand
M2555,category,Pain in joint,M25,,Pelvic region and thigh
M2556,category,Pain in joint,M25,,Lower leg
M2557,category,Pain in joint,M25,,Ankle and foot
M2558,category,Pain in joint,M25,,Other
M2559,category,Pain in joint,M25,,Site unspecified
M2560,category,"Stiffness of joint, not elsewhere classified",M25,,Multiple sites
M2561,category,"Stiffness of joint, not elsewhere classified",M25,,Shoulder region
M2562,category,"Stiffness of joint, not elsewhere classified",M25,,Upper arm
M2563,category,"Stiffness of joint, not elsewhere classified",M25,,Forearm
M2564,category,"Stiffness of joint, not elsewhere classified",M25,,Hand
M2565,category,"Stiffness of joint, not elsewhere classified",M25,,Pelvic region and thigh
M2566,category,"Stiffness of joint, not elsewhere classified",M25,,Lower leg
M2567,category,"Stiffness of joint, not elsewhere classified",M25,,Ankle and foot
M2568,category,"Stiffness of joint, not elsewhere classified",M25,,Other
M2569,category,"Stiffness of joint, not elsewhere classified",M25,,Site unspecified
M2570,category,Osteophyte,M25,,Multiple sites
M2571,category,Osteophyte,M25,,Shoulder region
M2572,category,Osteophyte,M25,,Upper arm
M2573,category,Osteophyte,M25,,Forearm
M2574,category,Osteophyte,M25,,Hand
M2575,category,Osteophyte,M25,,Pelvic region and thigh
M2576,category,Osteophyte,M25,,Lower leg
M2577,category,Osteophyte,M25,,Ankle and foot
M2578,category,Osteophyte,M25,,Other
M2579,category,Osteophyte,M25,,Site unspecified
M2580,category,Other specified joint disorders,M25,,Multiple sites
M2581,category,Other specified joint disorders,M25,,Shoulder region
M2582,category,Other specified joint disorders,M25,,Upper arm
M2583,category,Other specified joint disorders,M25,,Forearm
M2584,category,Other specified joint disorders,M25,,Hand
M2585,category,Other specified joint disorders,M25,,Pelvic region and thigh
M2586,category,Other specified joint disorders,M25,,Lower leg
M2587,category,Other specified joint disorders,M25,,Ankle and foot
M2588,category,Other specified joint disorders,M25,,Other
M2589,category,Other specified joint disorders,M25,,Site unspecified
M2590,category,"Joint disorder, unspecified",M25,,Multiple sites
M2591,category,"Joint disorder, unspecified",M25,,Shoulder region
M2592,category,"Joint disorder, unspecified",M25,,Upper arm
M2593,category,"Joint disorder, unspecified",M25,,Forearm
M2594,category,"Joint disorder, unspecified",M25,,Hand
M2595,category,"Joint disorder, unspecified",M25,,Pelvic region and thigh
M2596,category,"Joint disorder, unspecified",M25,,Lower leg
M2597,category,"Joint disorder, unspecified",M25,,Ankle and foot
M2598,category,"Joint disorder, unspecified",M25,,Other
M2599,category,"Joint disorder, unspecified",M25,,Site unspecified
M4000,category,Postural kyphosis,M40,,Multiple sites in spine
M4001,category,Postural kyphosis,M40,,Occipito-atlanto-axial region
M4002,category,Postural kyphosis,M40,,Cervical region
M4003,category,Postural kyphosis,M40,,Cervicothoracic region
M4004,category,Postural kyphosis,M40,,Thoracic region
M4005,category,Postural kyphosis,M40,,Thoracolumbar region
M4006,category,Postural kyphosis,M40,,Lumbar region
M4007,category,Postural kyphosis,M40,,Lumbosacral region
M4008,category,Postural kyphosis,M40,,Sacral and sacrococcygeal region
M4009,category,Postural kyphosis,M40,,Site unspecified
M4010,category,Other secondary kyphosis,M40,,Multiple sites in spine
M4011,category,Other secondary kyphosis,M40,,Occipito-atlanto-axial region
M4012,category,Other secondary kyphosis,M40,,Cervical region
M4013,category,Other secondary kyphosis,M40,,Cervicothoracic region
M4014,category,Other secondary kyphosis,M40,,Thoracic region
M4015,category,Other secondary kyphosis,M40,,Thoracolumbar region
M4016,category,Other secondary kyphosis,M40,,Lumbar region
M4017,category,Other secondary kyphosis,M40,,Lumbosacral region
M4018,category,Other secondary kyphosis,M40,,Sacral and sacrococcygeal region
M4019,category,Other secondary kyphosis,M40,,Site unspecified
M4020,category,Other and unspecified kyphosis,M40,,Multiple sites in spine
M4021,category,Other and unspecified kyphosis,M40,,Occipito-atlanto-axial region
M4022,category,Other and unspecified kyphosis,M40,,Cervical region
M4023,category,Other and unspecified kyphosis,M40,,Cervicothoracic region
M4024,category,Other and unspecified kyphosis,M40,,Thoracic region
M4025,category,Other and unspecified kyphosis,M40,,Thoracolumbar region
M4026,category,Other and unspecified kyphosis,M40,,Lumbar region
M4027,category,Other and unspecified kyphosis,M40,,Lumbosacral region
M4028,category,Other and unspecified kyphosis,M40,,Sacral and sacrococcygeal region
M4029,category,Other and unspecified kyphosis,M40,,Site unspecified
M4030,category,Flatback syndrome,M40,,Multiple sites in spine
M4031,category,Flatback syndrome,M40,,Occipito-atlanto-axial region
M4032,category,Flatback syndrome,M40,,Cervical region
M4033,category,Flatback syndrome,M40,,Cervicothoracic region
M4034,category,Flatback syndrome,M40,,Thoracic region
M4035,category,Flatback syndrome,M40,,Thoracolumbar region
M4036,category,Flatback syndrome,M40,,Lumbar region
M4037,category,Flatback syndrome,M40,,Lumbosacral region
M4038,category,Flatback syndrome,M40,,Sacral and sacrococcygeal region
M4039,category,Flatback syndrome,M40,,Site unspecified
M4040,category,Other lordosis,M40,,Multiple sites in spine
M4041,category,Other lordosis,M40,,Occipito-atlanto-axial region
M4042,category,Other lordosis,M40,,Cervical region
M4043,category,Other lordosis,M40,,Cervicothoracic region
M4044,category,Other lordosis,M40,,Thoracic region
M4045,category,Other lordosis,M40,,Thoracolumbar region
M4046,category,Other lordosis,M40,,Lumbar region
M4047,category,Other lordosis,M40,,Lumbosacral region
M4048,category,Other lordosis,M40,,Sacral and sacrococcygeal region
M4049,category,Other lordosis,M40,,Site unspecified
M4050,category,"Lordosis, unspecified",M40,,Multiple sites in spine
M4051,category,"Lordosis, unspecified",M40,,Occipito-atlanto-axial region
M4052,category,"Lordosis, unspecified",M40,,Cervical region
M4053,category,"Lordosis, unspecified",M40,,Cervicothoracic region
M4054,category,"Lordosis, unspecified",M40,,Thoracic region
M4055,category,"Lordosis, unspecified",M40,,Thoracolumbar region
M4056,category,"Lordosis, unspecified",M40,,Lumbar region
M4057,category,"Lordosis, unspecified",M40,,Lumbosacral region
M4058,category,"Lordosis, unspecified",M40,,Sacral and sacrococcygeal region
M4059,category,"Lordosis, unspecified",M40,,Site unspecified
M4100,category,Infantile idiopathic scoliosis,M41,,Multiple sites in spine
M4101,category,Infantile idiopathic scoliosis,M41,,Occipito-atlanto-axial region
M4102,category,Infantile idiopathic scoliosis,M41,,Cervical region
M4103,category,Infantile idiopathic scoliosis,M41,,Cervicothoracic region
M4104,category,Infantile idiopathic scoliosis,M41,,Thoracic region
M4105,category,Infantile idiopathic scoliosis,M41,,Thoracolumbar region
M4106,category,Infantile idiopathic scoliosis,M41,,Lumbar region
M4107,category,Infantile idiopathic scoliosis,M41,,Lumbosacral region
M4108,category,Infantile idiopathic scoliosis,M41,,Sacral and sacrococcygeal region
M4109,category,Infantile idiopathic scoliosis,M41,,Site unspecified
M4110,category,Juvenile idiopathic scoliosis,M41,,Multiple sites in spine
M4111,category,Juvenile idiopathic scoliosis,M41,,Occipito-atlanto-axial region
M4112,category,Juvenile idiopathic scoliosis,M41,,Cervical region
M4113,category,Juvenile idiopathic scoliosis,M41,,Cervicothoracic region
M4114,category,Juvenile idiopathic scoliosis,M41,,Thoracic region
M4115,category,Juvenile idiopathic scoliosis,M41,,Thoracolumbar region
M4116,category,Juvenile idiopathic scoliosis,M41,,Lumbar region
M4117,category,Juvenile idiopathic scoliosis,M41,,Lumbosacral region
M4118,category,Juvenile idiopathic scoliosis,M41,,Sacral and sacrococcygeal region
M4119,category,Juvenile idiopathic scoliosis,M41,,Site unspecified
M4120,category,Other idiopathic scoliosis,M41,,Multiple sites in spine
M4121,category,Other idiopathic scoliosis,M41,,Occipito-atlanto-axial region
M4122,category,Other idiopathic scoliosis,M41,,Cervical region
M4123,category,Other idiopathic scoliosis,M41,,Cervicothoracic region
M4124,category,Other idiopathic scoliosis,M41,,Thoracic region
M4125,category,Other idiopathic scoliosis,M41,,Thoracolumbar region
M4126,category,Other idiopathic scoliosis,M41,,Lumbar region
M4127,category,Other idiopathic scoliosis,M41,,Lumbosacral region
M4128,category,Other idiopathic scoliosis,M41,,Sacral and sacrococcygeal region
M4129,category,Other idiopathic scoliosis,M41,,Site unspecified
M4130,category,Thoracogenic scoliosis,M41,,Multiple sites in spine
M4131,category,Thoracogenic scoliosis,M41,,Occipito-atlanto-axial region
M4132,category,Thoracogenic scoliosis,M41,,Cervical region
M4133,category,Thoracogenic scoliosis,M41,,Cervicothoracic region
M4134,category,Thoracogenic scoliosis,M41,,Thoracic region
M4135,category,Thoracogenic scoliosis,M41,,Thoracolumbar region
M4136,category,Thoracogenic scoliosis,M41,,Lumbar region
M4137,category,Thoracogenic scoliosis,M41,,Lumbosacral region
M4138,category,Thoracogenic scoliosis,M41,,Sacral and sacrococcygeal region
